,msa,NAME,S1701_C01_001E,S2201_C01_001E,S0101_C01_024E,S0101_C01_022E,S0101_C01_028E,S2301_C01_001E,B01001_001E,B25001_001E,B25002_001E,B25005_001E,B25048_001E,B25052_001E,B25007_012E,B25041_003E,B25041_004E,B25041_005E,B25041_006E,B25041_007E,B25019_001E,B06011_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,gdp_2019
223,36500,"Olympia-Lacey-Tumwater, WA Metro Area",286442,112909,113894,61707,72228,236797,290536,119553,119553,6644.0,112909.0,112909.0,35342,9687,25548,59650,18434,2802,716829,37351.0,13585.0,46261.0,74773.0,41091.0,29405.0,12795113.0
224,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",832477,268524,331138,190291,190440,676757,846006,291547,291547,23023.0,268524.0,268524.0,100014,27925,73355,93577,74885,16068,1674991,35828.0,78199.0,120731.0,177284.0,126372.0,74668.0,48496595.0
225,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",595223,230043,194995,109373,192091,506159,601942,282830,282830,52787.0,230043.0,230043.0,51737,19819,74506,129639,47143,7100,1607860,30467.0,33811.0,125446.0,154500.0,84941.0,52074.0,24619760.0
226,37460,"Panama City, FL Metro Area",172273,69195,63579,35918,44136,143035,174705,104764,104764,35569.0,69195.0,69195.0,20264,11698,32609,45212,12800,1115,526832,29410.0,11284.0,36115.0,45392.0,20426.0,12843.0,7772152.0
227,37620,"Parkersburg-Vienna, WV Metro Area",88655,36946,30902,18500,25663,73516,89676,43616,43616,6670.0,36946.0,36946.0,9280,3078,10757,21123,6314,1326,272723,25743.0,7146.0,22238.0,22407.0,8085.0,4843.0,3252582.0
228,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",477142,186805,198071,106424,117222,406938,502629,217666,217666,30861.0,186805.0,186805.0,64155,15040,45442,110151,39943,4707,1242450,28251.0,35994.0,101554.0,121998.0,55285.0,31223.0,19066380.0
229,37900,"Peoria, IL Metro Area",389007,162131,146857,92196,104228,319006,400912,183393,183393,21262.0,162131.0,162131.0,44199,18280,49565,74624,28224,8700,1124051,32161.0,18289.0,86653.0,91581.0,51782.0,27860.0,20426147.0
230,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5950835,2323207,2406910,1314182,1416836,4938756,6102434,2507446,2507446,184239.0,2323207.0,2323207.0,773834,307051,491687,1010133,520180,120056,15619020,36640.0,373155.0,1210742.0,1006726.0,981041.0,677330.0,401231953.0
231,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4861744,1765135,2013603,1155012,1069487,3923235,4948203,1970654,1970654,205519.0,1765135.0,1765135.0,625739,213544,521464,688651,398744,102187,11027836,33960.0,401098.0,768811.0,1096688.0,686516.0,387981.0,237472532.0
232,38220,"Pine Bluff, AR Metro Area",77753,34290,34618,18618,22091,73154,89437,42743,42743,8453.0,34290.0,34290.0,11089,2884,9354,24732,4126,672,247946,24656.0,8311.0,26200.0,17754.0,6763.0,3463.0,3259256.0
233,38300,"Pittsburgh, PA Metro Area",2259275,1028436,849888,435787,658520,1933535,2317600,1133294,1133294,104858.0,1028436.0,1028436.0,327108,132880,290593,460543,183156,41941,6914563,34434.0,97527.0,532317.0,453540.0,369868.0,239397.0,145529947.0
234,38340,"Pittsfield, MA Metro Area",118600,53792,42922,20849,40780,106770,124944,69223,69223,15431.0,53792.0,53792.0,16157,8775,15040,31098,10461,3049,409414,31203.0,7168.0,27263.0,26536.0,16158.0,15118.0,6649401.0
235,38540,"Pocatello, ID Metro Area",91905,34540,39424,24268,19732,72952,94588,38313,38313,3773.0,34540.0,34540.0,11044,2830,8817,13443,6434,5698,242467,26147.0,3674.0,15826.0,24357.0,11530.0,5801.0,3229635.0
237,38860,"Portland-South Portland, ME Metro Area",526002,226904,196772,98278,149146,452339,538500,278168,278168,51264.0,226904.0,226904.0,65380,31465,80782,105923,40233,12304,1591328,36295.0,22637.0,103137.0,103800.0,103998.0,64510.0,28785438.0
238,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2458017,964554,1047395,524712,536203,2027439,2493221,1021843,1021843,57289.0,964554.0,964554.0,368545,113483,255993,382567,178654,44202,5800054,37932.0,128863.0,368268.0,559019.0,437779.0,275571.0,156663199.0
239,38940,"Port St. Lucie, FL Metro Area",483020,181914,154120,90135,169922,408978,489297,226839,226839,44925.0,181914.0,181914.0,42219,11310,80058,97867,28512,5833,1301523,30211.0,43189.0,110465.0,115618.0,60391.0,35650.0,15544652.0
240,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",653060,241950,260054,152698,154304,545823,679158,266764,266764,24814.0,241950.0,241950.0,80879,31476,64056,96362,55246,14163,1599807,37207.0,41818.0,125113.0,136333.0,82099.0,68958.0,29746771.0
241,39150,"Prescott Valley-Prescott, AZ Metro Area",229787,102784,63575,37167,100066,202628,235099,120652,120652,17868.0,102784.0,102784.0,30112,11733,37661,52204,13485,3212,657441,28521.0,14948.0,47369.0,67755.0,28432.0,23437.0,6592236.0
242,39300,"Providence-Warwick, RI-MA Metro Area",1569628,627702,632934,319297,402852,1345769,1624578,707080,707080,79378.0,627702.0,627702.0,238221,96841,207958,272291,92710,20922,3940350,33960.0,134955.0,331964.0,299066.0,236130.0,144134.0,79007652.0
243,39340,"Provo-Orem, UT Metro Area",634153,182219,319854,214036,73964,458749,649603,190792,190792,8573.0,182219.0,182219.0,58429,9504,30700,54364,41218,53311,1374426,28197.0,14414.0,59519.0,120864.0,93987.0,39208.0,26352751.0
244,39380,"Pueblo, CO Metro Area",164979,66111,64280,37413,43452,135419,168424,71897,71897,5786.0,66111.0,66111.0,21783,7862,17747,28134,12758,4443,428682,27414.0,10115.0,33985.0,45024.0,17960.0,9294.0,6268022.0
245,39460,"Punta Gorda, FL Metro Area",185164,76589,41371,22357,95080,168967,188910,107124,107124,30535.0,76589.0,76589.0,13894,7035,39543,51621,6740,958,532162,26607.0,14932.0,56412.0,52203.0,22225.0,12812.0,4952728.0
246,39540,"Racine, WI Metro Area",190703,78905,71254,45082,48001,156783,196311,83124,83124,4219.0,78905.0,78905.0,25954,8815,21295,39441,11727,1752,496875,31978.0,13906.0,40845.0,44860.0,22880.0,12230.0,7799437.0
247,39580,"Raleigh-Cary, NC Metro Area",1363497,519648,582201,330735,247900,1099213,1390785,562945,562945,43297.0,519648.0,519648.0,178843,49486,118774,227400,121600,38058,3512075,38791.0,72241.0,163322.0,251039.0,279121.0,169597.0,84678690.0
248,39660,"Rapid City, SD Metro Area",138207,56456,52298,32011,36482,113773,142191,62624,62624,6168.0,56456.0,56456.0,18042,6465,16962,20928,13608,3476,376323,29639.0,6198.0,26012.0,35604.0,20032.0,10183.0,5656970.0
249,39740,"Reading, PA Metro Area",407582,154696,158021,93619,103177,338456,421164,167863,167863,13167.0,154696.0,154696.0,46983,15096,34978,71486,33921,9187,1053651,32047.0,36800.0,107603.0,70040.0,46869.0,26113.0,18832774.0
250,39820,"Redding, CA Metro Area",177226,72714,64688,38818,50335,145433,180080,78621,78621,5907.0,72714.0,72714.0,26751,5793,20988,38850,9507,1342,425679,28788.0,8591.0,31700.0,59422.0,19470.0,8321.0,8412829.0
251,39900,"Reno, NV Metro Area",469583,192402,190451,101650,111961,385101,475290,207113,207113,14711.0,192402.0,192402.0,79895,22846,46976,76498,41975,9666,1141810,35915.0,37179.0,74309.0,114513.0,63975.0,40492.0,25810750.0
252,40420,"Rockford, IL Metro Area",330487,133538,123886,78930,80855,266125,336116,145799,145799,12261.0,133538.0,133538.0,42590,10674,39202,64888,23289,5978,894011,30660.0,26519.0,71374.0,74183.0,36483.0,19405.0,14843014.0
253,40580,"Rocky Mount, NC Metro Area",142992,58531,51605,32108,39303,117897,145770,68394,68394,32656.16304347826,58531.0,58531.0,21790,2789,18435,36486,8644,1527,389422,25840.0,14768.0,36198.0,32449.0,13736.0,3881.0,6590559.0
254,40660,"Rome, GA Metro Area",93975,35443,37286,22730,21984,78628,98498,40764,40764,5321.0,35443.0,35443.0,13867,3277,11353,17288,5280,1596,232520,24880.0,9548.0,24571.0,16818.0,7882.0,7223.0,3960973.0
255,40900,"Sacramento-Roseville-Folsom, CA Metro Area",2327254,854279,958406,534049,519435,1891368,2363730,918822,918822,64543.0,854279.0,854279.0,337909,95731,222394,349190,184869,47579,5151511,36560.0,158594.0,355147.0,548499.0,362352.0,188781.0,132501716.0
256,40980,"Saginaw, MI Metro Area",184422,79050,69049,40712,51082,154863,190539,88021,88021,8971.0,79050.0,79050.0,22070,6878,22785,42419,12446,2270,539792,26492.0,13558.0,43829.0,46143.0,18523.0,10413.0,7665760.0
257,40060,"Richmond, VA Metro Area",1258365,491891,516588,274935,295941,1047526,1290866,533680,533680,41789.0,491891.0,491891.0,165663,43690,112088,211378,121921,37275,3430340,35331.0,89419.0,229572.0,243840.0,206470.0,131964.0,78701911.0
258,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4557685,1379706,1943938,1183793,882469,3602936,4650631,1588615,1588615,208909.0,1379706.0,1379706.0,498394,141131,403399,556042,353409,102713,8826051,30783.0,541858.0,784034.0,991827.0,446734.0,247252.0,171884061.0
259,40220,"Roanoke, VA Metro Area",303985,126469,110181,63357,85728,257073,312796,146848,146848,20379.0,126469.0,126469.0,38877,9960,38615,61591,28952,6184,899939,30939.0,21176.0,70613.0,66659.0,40424.0,24116.0,15406542.0
260,40340,"Rochester, MN Metro Area",218737,92282,83125,53547,52455,174441,221921,96944,96944,4662.0,92282.0,92282.0,23744,7679,24463,30069,24885,8257,639361,40660.0,8375.0,35801.0,45563.0,35075.0,27786.0,12894428.0
261,40380,"Rochester, NY Metro Area",1030243,437296,407988,217986,270940,878719,1069644,484126,484126,46830.0,437296.0,437296.0,147420,61126,107971,192154,89006,19084,2913401,32481.0,69293.0,187428.0,214010.0,156307.0,120800.0,56728386.0
262,41180,"St. Louis, MO-IL Metro Area",2741024,1145583,1071175,615146,676464,2254823,2801423,1267434,1267434,121851.0,1145583.0,1145583.0,352986,137284,353362,484243,225184,48612,7644156,35366.0,146652.0,509118.0,602000.0,411038.0,289219.0,152402085.0
263,41060,"St. Cloud, MN Metro Area",195162,76473,84008,47908,44583,159388,201964,83168,83168,6695.0,76473.0,76473.0,24614,8383,22851,24710,21621,4806,516865,31876.0,11891.0,36456.0,45312.0,24070.0,9873.0,9822433.0
264,41100,"St. George, UT Metro Area",175008,63144,65246,45027,49689,137370,177556,74135,74135,10991.0,63144.0,63144.0,17628,4647,12365,31270,15903,9067,456172,28674.0,7300.0,25469.0,51654.0,19443.0,12180.0,5622666.0
265,41140,"St. Joseph, MO-KS Metro Area",117134,46958,47870,26622,29987,101594,125411,54154,54154,7196.0,46958.0,46958.0,17245,6237,15255,21250,8035,1849,318290,26315.0,8823.0,37398.0,24233.0,12808.0,4763.0,5625808.0
266,41420,"Salem, OR Metro Area",423297,152285,174990,104027,98501,342066,433903,161596,161596,9311.0,152285.0,152285.0,55006,13409,45898,70528,23303,5212,921703,30983.0,37314.0,68234.0,104567.0,49654.0,26477.0,17248983.0
267,41500,"Salinas, CA Metro Area",416906,128227,180444,113191,84073,333729,434061,143213,143213,14986.0,128227.0,128227.0,60485,15725,39397,55788,23588,3499,737181,30396.0,77485.0,57017.0,71989.0,41618.0,29815.0,27581259.0
268,41540,"Salisbury, MD-DE Metro Area",399181,166834,136699,79008,137432,345242,415726,254749,254749,87915.0,166834.0,166834.0,43656,14467,56323,127737,41856,11082,1531490,30980.0,36031.0,93700.0,82253.0,50062.0,37785.0,20314226.0
269,41620,"Salt Lake City, UT Metro Area",1217769,405984,558002,332379,199393,938057,1232696,434654,434654,28670.0,405984.0,405984.0,129147,44892,92158,110418,91871,83746,2854860,35234.0,64905.0,182166.0,250643.0,188289.0,97663.0,88155402.0
270,41660,"San Angelo, TX Metro Area",115240,44657,52394,28567,26099,96106,121376,50323,50323,5666.0,44657.0,44657.0,14830,3946,13706,23649,7322,276,269961,28690.0,9660.0,23505.0,26304.0,10515.0,8098.0,7882108.0
271,41700,"San Antonio-New Braunfels, TX Metro Area",2507864,830598,1088951,637215,478343,1985035,2550960,914421,914421,83823.0,830598.0,830598.0,310192,116382,193845,370411,175097,34085,5142764,30257.0,239408.0,434585.0,510739.0,306816.0,172694.0,115621292.0
272,41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",3255097,1132434,1453111,714798,676022,2702171,3338330,1233923,1233923,101489.0,1132434.0,1132434.0,522793,174543,372258,370791,217295,55915,6397719,36445.0,272475.0,415370.0,686980.0,560064.0,352583.0,222272562.0
273,41860,"San Francisco-Oakland-Berkeley, CA Metro Area",4668490,1721576,1980119,924120,1039132,3913818,4731803,1841897,1841897,120321.0,1721576.0,1721576.0,791326,304008,485357,534723,304473,87476,9365597,50884.0,359842.0,539467.0,775579.0,1032030.0,736144.0,531247412.0
275,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1955091,662842,852588,431307,388842,1605553,1990660,706285,706285,43443.0,662842.0,662842.0,296893,100681,171465,217986,144738,36909,3661812,50985.0,158083.0,195956.0,305262.0,384399.0,348955.0,320444051.0
277,42540,"Scranton--Wilkes-Barre, PA Metro Area",532934,230210,201267,111077,151827,455680,553885,264847,264847,34637.0,230210.0,230210.0,77718,23791,59147,123579,39518,12540,1649373,29337.0,34362.0,155544.0,109845.0,59086.0,37864.0,26499156.0
278,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3917801,1541245,1724109,846322,782141,3220082,3979845,1644721,1644721,103476.0,1541245.0,1541245.0,620853,234136,390680,533860,317006,84592,9239404,44395.0,202997.0,537480.0,828279.0,754202.0,485529.0,382630156.0
279,42680,"Sebastian-Vero Beach, FL Metro Area",158418,63917,45495,25972,67244,138860,159923,82262,82262,18345.0,63917.0,63917.0,14508,4222,29649,36757,9750,886,461597,29219.0,11351.0,36038.0,38120.0,25733.0,13206.0,5966999.0
280,42700,"Sebring-Avon Park, FL Metro Area",104857,43351,27805,18275,44773,90155,106221,56119,56119,12768.0,43351.0,43351.0,8665,4417,24323,21403,4731,251,292292,26069.0,11994.0,28880.0,26314.0,8955.0,4522.0,2626612.0
281,42020,"San Luis Obispo-Paso Robles, CA Metro Area",267499,106512,115167,49101,79011,240018,283111,123969,123969,17457.0,106512.0,106512.0,40029,10879,39172,51567,16706,2174,672166,32788.0,17672.0,37166.0,65274.0,43577.0,27494.0,16660813.0
282,42100,"Santa Cruz-Watsonville, CA Metro Area",261453,97710,114509,51849,66859,227867,273213,107137,107137,9427.0,97710.0,97710.0,39157,12289,34337,38664,14451,2118,557729,35870.0,22669.0,27947.0,51127.0,45805.0,33573.0,14407444.0
283,42140,"Santa Fe, NM Metro Area",147701,62182,50126,26228,49655,128337,150358,73550,73550,11368.0,62182.0,62182.0,17797,6409,18904,34034,10117,1914,401227,31142.0,13323.0,21824.0,32412.0,24250.0,21033.0,5977058.0
284,42200,"Santa Maria-Santa Barbara, CA Metro Area",424175,146466,196141,98284,94688,358847,446499,159286,159286,12820.0,146466.0,146466.0,70033,23749,42179,55900,24223,5413,815407,31815.0,52175.0,50633.0,79484.0,57383.0,38659.0,28411698.0
285,42220,"Santa Rosa-Petaluma, CA Metro Area",486191,190689,180643,95477,137564,411096,494336,208293,208293,17604.0,190689.0,190689.0,72168,25100,61907,78946,32869,4806,1106916,40112.0,37119.0,68082.0,119449.0,83916.0,50558.0,29064200.0
286,42340,"Savannah, GA Metro Area",380242,142579,168391,88264,81229,313789,393353,165682,165682,23103.0,142579.0,142579.0,56349,14842,35953,79446,25959,7048,987027,30155.0,25266.0,69696.0,84398.0,54984.0,31095.0,19536168.0
287,43100,"Sheboygan, WI Metro Area",112503,48691,40878,25123,29502,92735,115340,51418,51418,2727.0,48691.0,48691.0,13861,5100,11973,23399,7895,2155,314098,35020.0,4133.0,28075.0,26041.0,16532.0,5963.0,6735140.0
288,43300,"Sherman-Denison, TX Metro Area",133208,49024,49593,31979,34200,106998,136212,57459,57459,8435.0,49024.0,49024.0,15098,5946,12960,29037,7507,1001,331869,27244.0,9430.0,28562.0,33895.0,13292.0,6667.0,4866248.0
289,43340,"Shreveport-Bossier City, LA Metro Area",386520,153824,153341,94193,90104,311315,394706,185281,185281,31457.0,153824.0,153824.0,53887,13380,43303,92961,28620,4104,1054038,24771.0,33446.0,91252.0,81300.0,37093.0,23632.0,21555113.0
290,43420,"Sierra Vista-Douglas, AZ Metro Area",119881,51982,44901,27003,37929,101567,125922,61588,61588,9606.0,51982.0,51982.0,16729,4112,14522,28335,10267,1852,349118,29063.0,10049.0,23731.0,32552.0,13332.0,8769.0,4589330.0
291,43580,"Sioux City, IA-NE-SD Metro Area",141339,56092,55732,37229,30114,110581,144670,60583,60583,32656.16304347826,56092.0,56092.0,18867,5492,18501,22504,9215,3528,371917,31028.0,12482.0,31955.0,28937.0,14578.0,6854.0,7680637.0
292,43620,"Sioux Falls, SD Metro Area",261492,107499,107291,70467,52319,205685,268833,113783,113783,6284.0,107499.0,107499.0,37265,12515,30560,31803,25333,11703,722960,36483.0,13190.0,45850.0,57277.0,42944.0,18673.0,18366725.0
293,43780,"South Bend-Mishawaka, IN-MI Metro Area",309871,126331,125955,74329,76844,257581,323613,144022,144022,17691.0,126331.0,126331.0,37042,12740,37465,60216,23749,6819,889537,27896.0,21699.0,69309.0,63025.0,36542.0,24634.0,14031579.0
294,43900,"Spartanburg, SC Metro Area",311193,121256,123902,73712,72913,255132,319785,134034,134034,12778.0,121256.0,121256.0,33265,6586,30405,69197,20675,5231,796521,29308.0,28990.0,62044.0,68898.0,34514.0,22685.0,14674876.0
295,44060,"Spokane-Spokane Valley, WA Metro Area",552485,229880,225650,124531,138085,457270,568521,245158,245158,15278.0,229880.0,229880.0,85787,27547,68802,77895,46402,18313,1491490,30799.0,25007.0,93417.0,156838.0,73581.0,43266.0,26873440.0
296,44100,"Springfield, IL Metro Area",202466,88394,75259,45772,53158,166387,207003,98006,98006,9612.0,88394.0,88394.0,28759,7609,31575,38206,15505,3228,591253,36855.0,10076.0,40903.0,45272.0,31425.0,17558.0,10944405.0
297,44140,"Springfield, MA Metro Area",659487,270899,280237,134682,175877,581413,697382,292482,292482,21583.0,270899.0,270899.0,100040,36413,86407,111724,41605,10266,1649343,31107.0,51691.0,140168.0,120092.0,89700.0,72282.0,31177450.0
298,44180,"Springfield, MO Metro Area",450751,198019,190899,103813,108549,375509,467516,206410,206410,8391.0,198019.0,198019.0,81335,18475,55003,88218,28361,10661,1180222,27318.0,28996.0,96908.0,98290.0,54187.0,31008.0,18067838.0
299,44220,"Springfield, OH Metro Area",131135,54406,47852,29710,35526,108730,134083,61251,61251,6845.0,54406.0,54406.0,17943,5811,16411,28435,7611,2146,359966,27133.0,8789.0,38412.0,29775.0,8578.0,6328.0,4327627.0
300,44300,"State College, PA Metro Area",144042,58963,81681,23363,34848,141577,162385,67401,67401,8438.0,58963.0,58963.0,23218,8622,15837,27360,10798,2905,410354,26441.0,6991.0,28690.0,21033.0,21785.0,22387.0,7982602.0
301,44420,"Staunton, VA Metro Area",116099,51142,44378,23458,35655,102573,123120,56230,56230,5088.0,51142.0,51142.0,14394,4030,13873,28593,7420,2112,356611,32791.0,11412.0,33399.0,24169.0,13014.0,8999.0,4848087.0
302,44700,"Stockton, CA Metro Area",742138,230241,316720,203759,140356,581204,762148,248673,248673,18432.0,230241.0,230241.0,95813,18832,59814,97536,53096,12958,1394270,30821.0,98926.0,141126.0,147865.0,68256.0,28539.0,30486439.0
303,44940,"Sumter, SC Metro Area",137051,56459,53704,31782,33139,112760,140466,66579,66579,10120.0,56459.0,56459.0,19207,2096,11617,39890,10734,1832,398811,25440.0,14059.0,30404.0,31749.0,12188.0,6927.0,4575176.0
304,45060,"Syracuse, NY Metro Area",618671,255844,249036,135306,161605,529387,648593,296954,296954,41110.0,255844.0,255844.0,81350,32219,69088,120921,55401,12960,1822028,32680.0,38936.0,129499.0,131223.0,80055.0,64223.0,37721126.0
305,45460,"Terre Haute, IN Metro Area",171027,72899,73401,39221,45255,151173,185782,83440,83440,10541.0,72899.0,72899.0,22804,8564,26068,33536,10618,2237,483167,25331.0,11168.0,47108.0,40609.0,15481.0,9831.0,7105410.0
306,45220,"Tallahassee, FL Metro Area",364760,152648,178315,73021,78781,320210,386454,177198,177198,24550.0,152648.0,152648.0,64280,17011,41103,82720,28637,5084,959196,29067.0,25563.0,54169.0,70306.0,53810.0,40963.0,16622281.0
307,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3148227,1228481,1177859,628593,859192,2633030,3194831,1450652,1450652,222171.0,1228481.0,1228481.0,408690,169126,519604,489214,205558,36919,7822212,30609.0,237689.0,661435.0,686159.0,470613.0,262762.0,148372290.0
308,45500,"Texarkana, TX-AR Metro Area",141469,55028,53906,34443,35979,118856,149308,66283,66283,11255.0,55028.0,55028.0,19412,3690,15392,36315,6876,1402,373752,27440.0,12610.0,37157.0,34434.0,11538.0,6345.0,5141651.0
309,45540,"The Villages, FL Metro Area",122539,59458,21615,9100,89001,-999999999,132420,74248,74248,14790.0,274542.32984293194,59458.0,6862,3530,23077,43431,3426,282,393198,28594.0,6557.0,37763.0,34762.0,24444.0,14860.0,2690053.0
310,45780,"Toledo, OH Metro Area",624083,268089,248918,141406,157603,516624,641816,304246,304246,36157.0,268089.0,268089.0,96603,30909,80306,126747,53266,9136,1871754,29994.0,40524.0,132826.0,139353.0,77324.0,45299.0,34905301.0
311,45820,"Topeka, KS Metro Area",226220,95552,82695,54283,60767,183919,231969,105564,105564,10012.0,95552.0,95552.0,29338,8125,27990,45644,15268,4267,636384,33551.0,10070.0,51181.0,51021.0,29850.0,16288.0,10561238.0
312,45940,"Trenton-Princeton, NJ Metro Area",349835,130851,146992,78062,82937,299157,367430,145133,145133,14282.0,130851.0,130851.0,49000,19583,34031,46529,31602,7686,874983,36850.0,27887.0,57906.0,52013.0,57081.0,53328.0,31467636.0
313,46060,"Tucson, AZ Metro Area",1017001,410404,413993,215606,278088,853555,1047279,466337,466337,55933.0,410404.0,410404.0,151943,64963,123116,171975,77467,14070,2476221,28704.0,84287.0,156065.0,238289.0,134431.0,97377.0,42169490.0
314,46140,"Tulsa, OK Metro Area",981865,387176,390876,244433,221645,781137,998655,436691,436691,49515.0,387176.0,387176.0,136354,47386,91251,208092,69302,13498,2538789,31009.0,68798.0,193243.0,213149.0,129734.0,63780.0,54232223.0
315,46220,"Tuscaloosa, AL Metro Area",239520,90861,112039,52704,52806,204701,251836,115441,115441,24580.0,90861.0,90861.0,30935,8771,28600,55610,17138,4356,652286,24751.0,20308.0,52113.0,43354.0,27779.0,17756.0,11045590.0
316,46300,"Twin Falls, ID Metro Area",108876,39654,41096,31692,22939,80409,109784,42611,42611,2957.0,39654.0,39654.0,12208,2323,9335,18495,8441,2847,258152,29286.0,11654.0,18605.0,24889.0,7615.0,6130.0,4901480.0
317,46340,"Tyler, TX Metro Area",227168,78600,92469,56590,51615,182406,232751,91844,91844,13244.0,78600.0,78600.0,26085,7472,19460,46171,14591,1849,508442,28364.0,19421.0,36383.0,55124.0,28130.0,13675.0,10389548.0
318,46520,"Urban Honolulu, HI Metro Area",943455,316456,393105,204874,235143,792049,974563,354719,354719,38263.0,316456.0,316456.0,134922,43752,94058,113236,58527,20203,1739878,38315.0,50353.0,175946.0,210452.0,159284.0,84671.0,61094332.0
319,46540,"Utica-Rome, NY Metro Area",277321,115904,105176,61037,78031,236686,289990,139532,139532,23628.0,115904.0,115904.0,35453,12705,33848,61482,21432,8144,857079,31719.0,21744.0,63611.0,62473.0,31198.0,23610.0,12526089.0
320,46660,"Valdosta, GA Metro Area",140677,54425,65151,35204,27597,113880,145738,63755,63755,9330.0,54425.0,54425.0,23798,2020,14599,34233,10576,1202,358694,26252.0,9380.0,29627.0,29955.0,15003.0,6077.0,5171514.0
321,46700,"Vallejo, CA Metro Area",435439,150393,177648,98885,102507,359609,447643,159804,159804,9411.0,150393.0,150393.0,56851,15485,36592,59018,36732,7727,907696,39559.0,33489.0,73322.0,114074.0,59359.0,30463.0,22637944.0
322,47020,"Victoria, TX Metro Area",97304,32627,37731,24430,23382,77445,99090,40830,40830,8203.0,32627.0,32627.0,10131,4161,10775,19248,4709,407,218325,26319.0,10822.0,20499.0,21648.0,7463.0,4311.0,4508276.0
323,47220,"Vineland-Bridgeton, NJ Metro Area",138614,51360,58736,35556,32796,116869,149527,56471,56471,5111.0,51360.0,51360.0,17556,4869,14322,24113,8693,1451,330455,27212.0,19296.0,41449.0,25417.0,10657.0,5882.0,6007622.0
324,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1696321,675311,738203,387046,384435,1419227,1765031,742006,742006,66695.0,675311.0,675311.0,262738,54615,181242,294827,160483,42453,4575886,34435.0,99642.0,294646.0,407803.0,233989.0,158827.0,89523156.0
325,47300,"Visalia, CA Metro Area",460020,144109,195530,142252,77044,340269,466195,151599,151599,7490.0,144109.0,144109.0,58729,8339,35749,74696,26179,3587,823540,27591.0,71794.0,70964.0,96866.0,25160.0,12673.0,19350581.0
326,47380,"Waco, TX Metro Area",259584,98944,114627,65200,57867,212348,270868,111836,111836,12892.0,98944.0,98944.0,37268,10462,27037,50964,19493,2625,626988,26576.0,23513.0,45252.0,57570.0,26303.0,15145.0,11859598.0
327,47460,"Walla Walla, WA Metro Area",55559,23167,25157,12042,14573,49876,60760,25100,25100,1933.0,23167.0,23167.0,7621,2600,7437,8661,4713,1308,155198,31795.0,3948.0,8604.0,15016.0,7671.0,5451.0,3513539.0
328,47580,"Warner Robins, GA Metro Area",181440,68831,76579,45706,36010,144890,185409,77309,77309,8478.0,68831.0,68831.0,25388,4123,16327,36957,14287,4171,463494,32699.0,10270.0,37223.0,38284.0,19068.0,14638.0,7213365.0
329,28700,"Kingsport-Bristol, TN-VA Metro Area",301710,130928,103678,58574,91824,256569,307707,150167,150167,19239.0,130928.0,130928.0,35349,8198,39126,75222,20062,5427,907476,26558.0,28238.0,78372.0,67103.0,32567.0,19285.0,12387387.0
330,28740,"Kingston, NY Metro Area",169697,69376,65377,31015,49104,150739,177573,85616,85616,16240.0,69376.0,69376.0,22627,11501,22260,33904,12117,3242,493996,32198.0,12002.0,37183.0,38025.0,21405.0,21327.0,6546138.0
331,28940,"Knoxville, TN Metro Area",848722,347927,332947,178050,218492,711675,869525,392895,392895,44968.0,347927.0,347927.0,108286,28826,98547,178772,63332,16364,2384364,29348.0,63638.0,186044.0,174646.0,110163.0,70515.0,39783704.0
332,28020,"Kalamazoo-Portage, MI Metro Area",257598,103196,117970,57012,57170,214250,265066,113062,113062,9866.0,103196.0,103196.0,39605,16152,31608,37778,19532,5322,672425,28359.0,12551.0,37992.0,52009.0,37862.0,25669.0,12819078.0
333,28100,"Kankakee, IL Metro Area",105150,39583,42905,24325,24637,88384,109862,45753,45753,6170.0,39583.0,39583.0,13313,2348,11193,23829,5482,1686,267750,30503.0,6929.0,27236.0,23946.0,8564.0,5554.0,5608505.0
334,28140,"Kansas City, MO-KS Metro Area",2121325,844310,855839,517143,464499,1697546,2155068,925786,925786,81476.0,844310.0,844310.0,294903,96706,218982,350474,192101,51013,5707192,36324.0,105901.0,388796.0,415809.0,347595.0,203966.0,123267766.0
335,28420,"Kennewick-Richland, WA Metro Area",295234,101840,123332,84883,55937,223653,299612,107873,107873,6033.0,101840.0,101840.0,33039,9528,23011,48269,19112,6229,649473,35397.0,27572.0,47199.0,61652.0,33496.0,18841.0,15155407.0
336,28660,"Killeen-Temple, TX Metro Area",432231,157088,208561,121467,74913,351511,460993,181019,181019,23931.0,157088.0,157088.0,69303,18545,35784,78597,39951,5044,974416,29388.0,28735.0,75741.0,113868.0,42071.0,25987.0,17046602.0
