,S1701_C01_001E,S2201_C01_001E,S0101_C01_024E,S0101_C01_022E,S0101_C01_028E,S0101_C02_032E,S2301_C01_001E,B01001_001E,B25001_001E,B25002_001E,B25004_001E,B25005_001E,B25048_001E,B25052_001E,B25006_001E,B25007_012E,B25041_003E,B25041_004E,B25041_005E,B25041_006E,B25041_007E,B25019_001E,B06011_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,2018
370,61854,25267,21610,14114,19783,-888888888,50348,63018,28344,28344,35586.901162790695,3077.0,25267,25267.0,292610.1221590909,6855,2839,8888,9617,5063,1496,174549,28164.0,2774.0,15205.0,17164.0,6644.0,2559.0,2659400.0
371,104252,44897,39130,22257,26687,-888888888,87765,107679,50052,50052,35586.901162790695,5155.0,44897,44897.0,292610.1221590909,17309,5357,16155,19600,6184,1549,274047,30315.0,7776.0,26306.0,26960.0,10486.0,4347.0,4256656.0
372,498872,204420,222452,112946,102838,-888888888,415015,516697,222288,222288,17868.0,17868.0,204420,204420.0,204420.0,81546,22357,54085,91103,41415,10110,1323511,30183.0,32577.0,78730.0,99392.0,75070.0,55260.0,26402432.0
373,98896,41204,38849,23083,25327,-888888888,82411,102663,45192,45192,3988.0,3988.0,41204,41204.0,292610.1221590909,14401,3144,11352,21792,6909,1221,277562,24715.0,6207.0,27729.0,22664.0,6725.0,5182.0,7775161.0
374,318687,132621,149490,75834,65601,-888888888,265809,333964,140696,140696,8075.0,8075.0,132621,132621.0,132621.0,52352,19662,35617,49280,24147,8234,867092,31057.0,12645.0,45114.0,66373.0,54614.0,30107.0,17587029.0
375,726506,284383,297398,173545,158602,-888888888,586149,741357,328929,328929,44546.0,44546.0,284383,284383.0,284383.0,99308,25504,74893,160263,51250,8544,1892246,29860.0,49447.0,145915.0,155245.0,88784.0,58815.0,33228850.0
376,138081,43423,68480,43271,19325,-888888888,103060,141476,47047,47047,3624.0,3624.0,43423,43423.0,43423.0,15277,2953,10024,11044,11293,11198,329416,24659.0,4802.0,15955.0,24638.0,18101.0,9712.0,5367545.0
377,208947,76416,85024,53747,49543,-888888888,172700,219417,90808,90808,14392.0,14392.0,76416,76416.0,76416.0,25308,7868,21381,48060,10992,1474,509005,25916.0,22144.0,47802.0,49248.0,16823.0,8304.0,15562543.0
378,107503,43279,38606,25393,29096,-888888888,86221,108987,44959,44959,35586.901162790695,32621.49738219895,43279,43279.0,43279.0,13875,3956,9928,20217,7256,1785,259364,28381.0,7418.0,24975.0,30257.0,8720.0,4074.0,4710101.0
379,13101352,4354302,5640185,2887679,2609293,-888888888,10733285,13291486,4672663,4672663,318361.0,318361.0,4354302,4354302.0,4354302.0,2255530,826837,1380619,1341665,653222,178250,22991048,31070.0,1740111.0,1810764.0,2436574.0,2061593.0,1102732.0,937166561.0
380,1266685,507467,504434,288580,296074,-888888888,1041495,1296815,562814,562814,55347.0,55347.0,507467,507467.0,507467.0,168200,51688,149121,241511,85894,24924,3355137,30895.0,92201.0,261615.0,274821.0,164603.0,107465.0,63551470.0
381,307244,120125,149490,76993,57667,-888888888,250454,319995,135468,135468,15343.0,15343.0,120125,120125.0,120125.0,52004,17716,30058,62892,20007,1838,729055,25627.0,26188.0,50955.0,57400.0,36164.0,19250.0,13064236.0
382,252900,103276,101930,52145,68894,-888888888,219117,265405,117697,117697,14421.0,14421.0,103276,103276.0,103276.0,31675,6585,32012,56164,16777,5444,721410,26005.0,17628.0,56907.0,53636.0,30474.0,18754.0,9606241.0
383,217406,84705,87637,53940,52601,-888888888,179700,226680,101899,101899,17194.0,17194.0,84705,84705.0,84705.0,34631,9525,25694,45084,16489,3417,594982,25069.0,21677.0,48257.0,46631.0,20723.0,13832.0,10531290.0
384,149208,44484,63858,43123,30154,-888888888,119395,157672,50971,50971,6487.0,6487.0,44484,44484.0,44484.0,16065,2742,10159,23283,11059,1742,286152,23434.0,31178.0,23015.0,29917.0,10732.0,4559.0,6456568.0
385,645199,275594,289762,136760,135281,-888888888,539502,660422,290894,290894,15300.0,15300.0,275594,275594.0,275594.0,107519,38251,75520,108301,46559,12241,1703530,37985.0,23161.0,92147.0,125125.0,120130.0,82619.0,45140153.0
386,406805,161649,159203,84981,94446,-888888888,340143,415247,172044,172044,10395.0,10395.0,161649,161649.0,161649.0,54743,19540,50943,62843,28844,5814,1011309,36897.0,22477.0,76532.0,81573.0,70785.0,42538.0,25408664.0
387,87236,35912,55051,19434,14828,-888888888,80654,97980,41175,41175,5263.0,5263.0,35912,269341.0565552699,35912.0,17837,4597,9633,13503,7622,3098,235053,22569.0,2793.0,10623.0,15197.0,13369.0,9942.0,6277240.0
388,96132,39263,47679,20349,19920,-888888888,82972,101647,42424,42424,3161.0,3161.0,39263,39263.0,39263.0,13007,3985,10613,14242,9386,2884,264611,30036.0,4347.0,15506.0,21526.0,13955.0,6457.0,5346623.0
389,114034,48105,43118,25845,31379,-888888888,98254,121099,54173,54173,6068.0,6068.0,48105,48105.0,48105.0,16045,3770,13457,27912,6244,1555,327606,24499.0,11773.0,33960.0,24644.0,9920.0,5818.0,4355571.0
